Text,Label,Cluster,Predicted Sentiment,Real Sentiment
dont seem photos grandma together tomorrow heart breaking,2,Cluster 3,Positive,Neutral
said nite x,2,Cluster 3,Positive,Neutral
oh storming got ta get computer,2,Cluster 3,Positive,Neutral
plan may changes nooooooo,2,Cluster 3,Positive,Neutral
daaaaawhh youre cute,2,Cluster 3,Positive,Positive
snitchsneeker photos cool dang whats comments chest hair thats creepy,2,Cluster 3,Positive,Neutral
starting daya long friday,2,Cluster 3,Positive,Neutral
amadeus best mozart movie got kicked high school chorus missed trip hawaii,2,Cluster 3,Positive,Neutral
thank reading ohlala,2,Cluster 3,Positive,Positive
lolll cba get sun stuff forgot back leg wouldnt gwt tanned lol hurts sooo bad right,2,Cluster 3,Positive,Neutral
goodnight,2,Cluster 3,Positive,Neutral
cant take feeling away going lay watch movie,2,Cluster 3,Positive,Neutral
nice time little sisterbaby grown,2,Cluster 3,Positive,Neutral
welcome network buddies,2,Cluster 3,Positive,Positive
go bed mister u need beauty sleep,2,Cluster 3,Positive,Neutral
gutted hollyoaks,2,Cluster 3,Positive,Neutral
hey,2,Cluster 3,Positive,Neutral
done finally yay relax well one day haha,2,Cluster 3,Positive,Positive
get old,2,Cluster 3,Positive,Neutral
morning smiling smugly oneself anyone join,2,Cluster 3,Positive,Positive
gee im totally hatin like real mean like duh ive studied enough need refreshing tonite hard,2,Cluster 3,Positive,Neutral
thts kinda young boo,2,Cluster 3,Positive,Neutral
stressfree way,2,Cluster 3,Positive,Neutral
back busy xd wirting stars loves almos pages xd listenint afh tv,2,Cluster 3,Positive,Positive
would hurt touch gets hit wont month wouldnt hurt na,2,Cluster 3,Positive,Neutral
still got one year tmo tho might get new bb curve concerned abt apps batt life important,2,Cluster 3,Positive,Neutral
oops forgot shave legs byebye favorite cousin bklyn two nights row go hardd,2,Cluster 3,Positive,Neutral
think may found next apartment one downfall,2,Cluster 3,Positive,Neutral
wan na go dbsk oppas mirotic concert thailand really wan na go muchhhhh burst tears,2,Cluster 3,Positive,Neutral
omg cant eat everything eat hurts stomach comes right,2,Cluster 3,Positive,Neutral
gurlcece,2,Cluster 3,Positive,Neutral
wants go sleep sound rain,2,Cluster 3,Positive,Neutral
flirting ima good man bad habits,2,Cluster 3,Positive,Positive
disliking rumor cyndi made look like didnt like,2,Cluster 3,Positive,Positive
bah sun new hammock drinking beer playing guitar singing mosquito chased inside,2,Cluster 3,Positive,Neutral
really need go start revisionbiology chemistry today thinks,2,Cluster 3,Positive,Neutral
disappointing,2,Cluster 3,Positive,Negative
cause missed lot classes,2,Cluster 3,Positive,Neutral
fun time allegra tonite saw good movie,2,Cluster 3,Positive,Positive
boingo connected without fuss time slowern snail piss mdw food count concourses b,2,Cluster 3,Positive,Neutral
saaaaafe mee epic times last night old friends new friendships good way kick month,2,Cluster 3,Positive,Neutral
monday school gosshhh ive waiting,2,Cluster 3,Positive,Neutral
started working lecture much earlier using tag clouds google news explain basics content analysis,2,Cluster 3,Positive,Neutral
know lame,2,Cluster 3,Positive,Negative
hansen darn realised pull one would far better response name suggestion,2,Cluster 3,Positive,Neutral
hmm late well early ha,2,Cluster 3,Positive,Positive
definitely grass cutting cole committed stacking wood neighbor well past days set back far,2,Cluster 3,Positive,Neutral
found two moldy squishy reasons non cracker based foods arent allowed play room moms away,2,Cluster 3,Positive,Neutral
breakim tired,2,Cluster 3,Positive,Negative
cant believe tired right dont know go tonight exhaaaausted,2,Cluster 3,Positive,Neutral
lost cost total plus nutella like peanut butter mixed chocolatey goodness yumm,2,Cluster 3,Positive,Neutral
ive always ppl person hid behind bad self confidence long u anything,2,Cluster 3,Positive,Positive
ooh really well know youre always welcome,2,Cluster 3,Positive,Positive
saw game huge cavs fan lol pay refs yaos rest playoffs la cruising wcf,2,Cluster 3,Positive,Neutral
nice assignments night,2,Cluster 3,Positive,Positive
younger mine problems,2,Cluster 3,Positive,Negative
amazing time last night mcfly incredible,2,Cluster 3,Positive,Neutral
wearing purple passion opi absolutely love,2,Cluster 3,Positive,Positive
looks like lot fun lady gaga,2,Cluster 3,Positive,Positive
got home yay hi guys httpplurkcompsvdpu,2,Cluster 3,Positive,Neutral
love alexander william gaskarth,2,Cluster 3,Positive,Positive
wish going saga,2,Cluster 3,Positive,Positive
cried,2,Cluster 3,Positive,Negative
hills gunna different gl designing etc,2,Cluster 3,Positive,Neutral
contemplating hand lovely car,2,Cluster 3,Positive,Positive
said effed nose,2,Cluster 3,Positive,Neutral
bugger didnt know shame people stick nose,2,Cluster 3,Positive,Neutral
hate life big time sooo poop gode ould cry,2,Cluster 3,Positive,Neutral
bout tuh head find sum wher tuh go chill,2,Cluster 3,Positive,Neutral
whew vacuuming good time vacuum,2,Cluster 3,Positive,Neutral
wow might countering benedryl enthusiasm,2,Cluster 3,Positive,Positive
fun show grabbing bite eat,2,Cluster 3,Positive,Neutral
dishesi miss kitchen team,2,Cluster 3,Positive,Neutral
bye tekzilla revision,2,Cluster 3,Positive,Neutral
kidding standing room,2,Cluster 3,Positive,Neutral
missed giving away ttc code,2,Cluster 3,Positive,Positive
got back embassy missing one paper go mondaygood luck,2,Cluster 3,Positive,Neutral
careful cops dont mistake kids criminals hear indiscrimate shooting going,2,Cluster 3,Positive,Neutral
hey steve think awesome actor love every movie love office,2,Cluster 3,Positive,Positive
httptwitpiccomwegx lol sorry funny,2,Cluster 3,Positive,Positive
doesnt sound appetizing,2,Cluster 3,Positive,Neutral
oh thank thank hoping video online,2,Cluster 3,Positive,Positive
looking forward upcoming weekmy better half gone time truly gon na suck big time,2,Cluster 3,Positive,Neutral
time biggie,2,Cluster 3,Positive,Neutral
oi love,2,Cluster 3,Positive,Positive
bones four capital letters aye boy heart justice,2,Cluster 3,Positive,Neutral
jackson rathbone,2,Cluster 3,Positive,Neutral
give link kimba diaries please,2,Cluster 3,Positive,Neutral
feelin somewhat ugh dont want exam oh well days baby,2,Cluster 3,Positive,Neutral
happy birthday didnt get anything best wishes,2,Cluster 3,Positive,Positive
new pollster data party identification united states democratic independent republican ouch,2,Cluster 3,Positive,Neutral
check check check,2,Cluster 3,Positive,Neutral
dont wan na work,2,Cluster 3,Positive,Neutral
ah sorry hear trip canceled,2,Cluster 3,Positive,Neutral
ugh boring friday,2,Cluster 3,Positive,Negative
still home goodness,2,Cluster 3,Positive,Positive
days without gasthe gas company turned maintenance cant cook,2,Cluster 3,Positive,Neutral
looking coal harbour cant find,2,Cluster 3,Positive,Neutral
lying new lab pup lap,2,Cluster 3,Positive,Neutral
randomly hangup,2,Cluster 3,Positive,Neutral
cant paint anymore light,2,Cluster 3,Positive,Neutral
chang thay anh online gi ca,2,Cluster 3,Positive,Neutral
sweety sat table morningjust woke sweet ohbtwi think ill home around pm,2,Cluster 3,Positive,Neutral
sad piggy died,2,Cluster 3,Positive,Negative
stood outsiden got worst butterflies everrrrr,2,Cluster 3,Positive,Neutral
watching episode friends lunch break,2,Cluster 3,Positive,Neutral
lunch deakin meeting prof didnt go badly,2,Cluster 3,Positive,Neutral
practicing smile todayits gunna big,2,Cluster 3,Positive,Neutral
sad,2,Cluster 3,Positive,Negative
respect heineken man bag httptwitpiccomjdrg,2,Cluster 3,Positive,Neutral
listening teddy picker saw grabbed wasnt seemed,2,Cluster 3,Positive,Neutral
assassin sucks cat hope guys feel better,2,Cluster 3,Positive,Positive
little louisa number trying get number one,2,Cluster 3,Positive,Neutral
minutes left flannel hobbit shoes get wet rain pls go away,2,Cluster 3,Positive,Neutral
jonas brothers concert greaattt,2,Cluster 3,Positive,Neutral
thinks lamb chops would really nice right maybe sushi mmm maybe ice lolly cos hot,2,Cluster 3,Positive,Neutral
fc back dear,2,Cluster 3,Positive,Positive
one worst days life,2,Cluster 3,Positive,Negative
sunburnt,2,Cluster 3,Positive,Neutral
spending weekend nothing domestic said,2,Cluster 3,Positive,Neutral
feel like one gyms machines work rather,2,Cluster 3,Positive,Neutral
youre welcome,2,Cluster 3,Positive,Positive
cool wish could av gone da live couldnt,2,Cluster 3,Positive,Neutral
miss justin timberlakes voice want make new album,2,Cluster 3,Positive,Neutral
wow really pretty talented lady impressed,2,Cluster 3,Positive,Positive
loves fatty take away nights yummy coming home facespacing roomies,2,Cluster 3,Positive,Neutral
httpwwwthinkgeekcombooksnonfictionb get one maybe next time,2,Cluster 3,Positive,Neutral
payday yay good bills bills billsim broke already,2,Cluster 3,Positive,Positive
lol good morning ran milles hit gym great day,2,Cluster 3,Positive,Positive
hiya today,2,Cluster 3,Positive,Neutral
peewee napping couch httpappsfacebookcomdogbookprofileview,2,Cluster 3,Positive,Neutral
last day seniors bye bff,2,Cluster 3,Positive,Neutral
enough studyingwhew time sleep,2,Cluster 3,Positive,Neutral
yesterday heard song taking base onto plane someone help find dont know anything else,2,Cluster 3,Positive,Neutral
man sinuses r really buggin morning,2,Cluster 3,Positive,Neutral
sad,2,Cluster 3,Positive,Negative
ok star trek fans given new movie good reviews getting excited,2,Cluster 3,Positive,Neutral
oh forgot weighed dr highest weight ever,2,Cluster 3,Positive,Neutral
loves proper inet back,2,Cluster 3,Positive,Positive
wish could seen girls today well besides across crowd haah hope fun,2,Cluster 3,Positive,Positive
spoke niggas looking ya crazi time u stop plus always used see yall wanted,2,Cluster 3,Positive,Neutral
reyt fancies valentinos worst times considering cant,2,Cluster 3,Positive,Neutral
hasnt shipped yet wont get least ill call,2,Cluster 3,Positive,Neutral
good morning nyc werent broke would landed yesterday afternoon,2,Cluster 3,Positive,Neutral
made myspace twitter name twitter kingdom link httpbitlypqtw join,2,Cluster 3,Positive,Neutral
took yearbook photo earlier school dont think turn great,2,Cluster 3,Positive,Neutral
hee hee holiday gutter try get week least welcome lol,2,Cluster 3,Positive,Positive
still pretty depressed losing hello kitty necklace,2,Cluster 3,Positive,Positive
thinking cleaning organizing needs done weekend,2,Cluster 3,Positive,Neutral
sorting twitter issuesvery frustrated cant talk someone respond slowly issues capacity challenges,2,Cluster 3,Positive,Neutral
yeah scoreless tonight,2,Cluster 3,Positive,Positive
bought dress yesterday days til chris home excited gavin first tooth,2,Cluster 3,Positive,Neutral
need code,2,Cluster 3,Positive,Neutral
noticed girls welcome adulthood,2,Cluster 3,Positive,Neutral
rain oh well still friday,2,Cluster 3,Positive,Neutral
read lactose stuff eat hard cheese lactose jumps joy rainy day yay,2,Cluster 3,Positive,Positive
watching finding nemo nephew cute,2,Cluster 3,Positive,Neutral
wolverine bit short waiting cat get dressed york day,2,Cluster 3,Positive,Neutral
working happy job radio anything physically exhausting,2,Cluster 3,Positive,Positive
thanks twilight know love canon,2,Cluster 3,Positive,Positive
omg youve never seen ring creppy movie,2,Cluster 3,Positive,Neutral
oh cute uniteddogscom poppy,2,Cluster 3,Positive,Neutral
chroma key coolness cumulus seminars going online couldnt see live feed,2,Cluster 3,Positive,Neutral
like planes trains automobiles best luck juan pelota,2,Cluster 3,Positive,Positive
sweet dreams,2,Cluster 3,Positive,Positive
ready go home hrs wrk,2,Cluster 3,Positive,Neutral
drs beverly hillsdoctors scare,2,Cluster 3,Positive,Negative
need job pay hospital bills sick lately,2,Cluster 3,Positive,Neutral
apple done impressive things almost year old macbook except poured coffee keyboard,2,Cluster 3,Positive,Neutral
hello stmfan another one thats cool dont know one fan person via net,2,Cluster 3,Positive,Neutral
counting minutes dads gfriend leaving,2,Cluster 3,Positive,Neutral
elmo awhh alright,2,Cluster 3,Positive,Neutral
superstar sunday one superstar know sunday,2,Cluster 3,Positive,Neutral
know bg looks emo lol,2,Cluster 3,Positive,Neutral
nearly finished angels demons awesome book feel lame reading,2,Cluster 3,Positive,Neutral
ordered new blackberry arrive tues may die without phone withdraws already,2,Cluster 3,Positive,Neutral
dang dropped subway da floor ahh sec rule passed already,2,Cluster 3,Positive,Neutral
fine thanks long till christmasim excited,2,Cluster 3,Positive,Positive
good morning plan day church followed f lunch mum dads dm discussions star trek,2,Cluster 3,Positive,Neutral
chiel welli would love zoo p dont think sunday sometime want,2,Cluster 3,Positive,Neutral
watching kids eating ice cream,2,Cluster 3,Positive,Neutral
haha fail remember sohcahtoa xd,2,Cluster 3,Positive,Positive
original truly want become wealthy learn things ppl say dont time,2,Cluster 3,Positive,Positive
oh noes tv broken red standby light anything checked plug fuse inside,2,Cluster 3,Positive,Neutral
heck whats going,2,Cluster 3,Positive,Neutral
love still havnt done lunch together like said would miss friend,2,Cluster 3,Positive,Positive
httpyfrogcomguyoj bonfires fave,2,Cluster 3,Positive,Positive
saving ipod touch tb external ram upgrade morning coffees,2,Cluster 3,Positive,Neutral
aww thanks hopefully,2,Cluster 3,Positive,Positive
httpbitlyqqeb heres link ill talking hereeeeee movie x,2,Cluster 3,Positive,Neutral
nice natalie taught jameson,2,Cluster 3,Positive,Neutral
feeling rather peckishno dinner least hours wah,2,Cluster 3,Positive,Neutral
could update status one place,2,Cluster 3,Positive,Neutral
come baking slight headache,2,Cluster 3,Positive,Neutral
httptwitpiccomb miss bestfriend left school,2,Cluster 3,Positive,Neutral
bring win best movie ever u best actress singer dancer role model ever xoxo,2,Cluster 3,Positive,Positive
woke dreaming met hero author anne rice son author christopher rice euphoria perhaps would someday,2,Cluster 3,Positive,Neutral
gon na dream prince charming tonight n see everything goes back normal really hope,2,Cluster 3,Positive,Neutral
raining pouringwhere spooning buddy,2,Cluster 3,Positive,Neutral
finished watching hes loved,2,Cluster 3,Positive,Positive
already books,2,Cluster 3,Positive,Neutral
sad cuz mommy leaves indy today,2,Cluster 3,Positive,Neutral
taking load old broken concrete landfill tried find recycler,2,Cluster 3,Positive,Neutral
yes hindustan rocks dude dunia mein asay koi fusion nehi milegi,2,Cluster 3,Positive,Neutral
know ridiculous never got hang love chicago want go shopping trip sounds like fun,2,Cluster 3,Positive,Positive
hello beautiful hows mariahs baby jackie still isnt talkin called n left message day,2,Cluster 3,Positive,Neutral
watir httpruwikipediaorgwikiwatir,2,Cluster 3,Positive,Neutral
ha ha ha know love love,2,Cluster 3,Positive,Positive
hahaha yes,2,Cluster 3,Positive,Positive
dont understand sensexbut wow,2,Cluster 3,Positive,Negative
hard letting go seeing cry,2,Cluster 3,Positive,Negative
saving till hk,2,Cluster 3,Positive,Neutral
sees finish line disappearing plethora emails wah,2,Cluster 3,Positive,Neutral
wowzer windy good allergies,2,Cluster 3,Positive,Neutral
culture increasing indiagovt make new laws wat charges boy tease boy nd wat boy rapes boy,2,Cluster 3,Positive,Neutral
much much much mash please,2,Cluster 3,Positive,Neutral
ok noticed theatres dont know showing vancouver though,2,Cluster 3,Positive,Neutral
marie better hudgens omg song came shuffle would city high,2,Cluster 3,Positive,Neutral
woo hoo made one favorites see mondays rock,2,Cluster 3,Positive,Neutral
watched movie holiday forgotten feel good movie lovely evening,2,Cluster 3,Positive,Positive
like light walls shatterd great work germany must get know asap,2,Cluster 3,Positive,Neutral
omg want go beach,2,Cluster 3,Positive,Neutral
time hit study notes prep fridays exam,2,Cluster 3,Positive,Neutral
shattered pwg botched hybrid dolphin shirt order sent xl,2,Cluster 3,Positive,Neutral
head cold,2,Cluster 3,Positive,Neutral
happy robbie drank good bit long doesnt wake sick,2,Cluster 3,Positive,Positive
google wave looks cool working guys came ideas years ago httptinyurlcommgp,2,Cluster 3,Positive,Neutral
wow great promo orbicule english translation somewhere norwegian isnt good,2,Cluster 3,Positive,Positive
miss mucho,2,Cluster 3,Positive,Negative
dream kind bug eye,2,Cluster 3,Positive,Positive
nicks voice still makes wan na kill things,2,Cluster 3,Positive,Neutral
reminds need pick mask mrw thanks prefer take meds b addicted,2,Cluster 3,Positive,Neutral
think taylor laughtner selena gomez cutest couple love read fave mag,2,Cluster 3,Positive,Positive
feel pain dont hate days,2,Cluster 3,Positive,Positive
got grubby paws live recording paramore hear better chocolate,2,Cluster 3,Positive,Neutral
fire call today missed,2,Cluster 3,Positive,Negative
trying get groove studying heeelllppppp meeeeeeee,2,Cluster 3,Positive,Neutral
boby talk,2,Cluster 3,Positive,Neutral
alone home nice nice,2,Cluster 3,Positive,Positive
know nice haha,2,Cluster 3,Positive,Positive
weekend relaxing one cousins place watch tv series tru calling really cool,2,Cluster 3,Positive,Neutral
going get full nights sleep tonight arm get better fun forced use left hand,2,Cluster 3,Positive,Positive
ha check high scores today currently slot,2,Cluster 3,Positive,Neutral
somehow going figure come sydney one day,2,Cluster 3,Positive,Neutral
hes gon na chop tiny bits one two,2,Cluster 3,Positive,Neutral
spent time guild wars th birthday update menagerie welcome new feature rangers anyway,2,Cluster 3,Positive,Neutral
closing instead yay min till go home talk lovebug,2,Cluster 3,Positive,Neutral
chick coles hit haha ran cousin,2,Cluster 3,Positive,Neutral
went bought conquered came back delicious custard croissant,2,Cluster 3,Positive,Neutral
press ctrl bottom right ky,2,Cluster 3,Positive,Neutral
sad camera hands geek squad weeks,2,Cluster 3,Positive,Negative
feeling sick wondering get bed go throw go sleep,2,Cluster 3,Positive,Neutral
slept day lol time start un article fun,2,Cluster 3,Positive,Positive
finishing one shift mins drive half hour start till amand back tomorrow sunny,2,Cluster 3,Positive,Neutral
yeeeeah seen empire top computer games httpwwwempireonlinecomgreatestgames,2,Cluster 3,Positive,Neutral
native french hate trying find animals french suck someone help pleeeeease alone allison iraheta,2,Cluster 3,Positive,Positive
butbutim,2,Cluster 3,Positive,Neutral
friday tubes work slow,2,Cluster 3,Positive,Neutral
watching movie rocking baby kitty asleep sling hanging neck cute,2,Cluster 3,Positive,Neutral
booo dario let tk get hair cut,2,Cluster 3,Positive,Neutral
also hanging right bored hahaha didnt work today different hours money lol whatev,2,Cluster 3,Positive,Neutral
har vondt ryggen back hurts,2,Cluster 3,Positive,Neutral
waste way much paper office nothing worthy almost disgust,2,Cluster 3,Positive,Positive
italy greece love italian men hehe,2,Cluster 3,Positive,Neutral
knew youd get,2,Cluster 3,Positive,Neutral
oh il probs wt every yaer watch first one watch last couple weeks lol,2,Cluster 3,Positive,Neutral
sometimes wish things could go back way beginning last summer,2,Cluster 3,Positive,Neutral
actuallywe r going june office colleaguespaid company,2,Cluster 3,Positive,Neutral
thinking f,2,Cluster 3,Positive,Neutral
done,2,Cluster 3,Positive,Neutral
goood afternooon,2,Cluster 3,Positive,Neutral
know wont,2,Cluster 3,Positive,Neutral
sydney toyota landcruiser new ad received posted hcc site soon,2,Cluster 3,Positive,Neutral
fireflythats nathan fillion,2,Cluster 3,Positive,Neutral
hungry going eat catch guys later people hurt sardonic quotes waiting hit back,2,Cluster 3,Positive,Neutral
nina picked call lastnight didnt know talking like totally didnt answerr,2,Cluster 3,Positive,Neutral
would say years younger young would intelligent good convo skills skills,2,Cluster 3,Positive,Neutral
circus fun dont hope getting parking lot havent moved min,2,Cluster 3,Positive,Neutral
oh dear,2,Cluster 3,Positive,Positive
get california vintage ahahah best dresses want dont ebay,2,Cluster 3,Positive,Neutral
lord means youll leave alone,2,Cluster 3,Positive,Negative
elope cant wait see pictures dress breath taking,2,Cluster 3,Positive,Neutral
fun night needed break ps love man effing hilarious good night twitter world sweet dreams,2,Cluster 3,Positive,Positive
feel sorry adam cook strong david family,2,Cluster 3,Positive,Neutral
woot interview went awsome didnt get talk mr johnny thought oh well still really good,2,Cluster 3,Positive,Neutral
sad miss friends,2,Cluster 3,Positive,Negative
dear itto could possibly bad xo,2,Cluster 3,Positive,Positive
love also like new profile pic,2,Cluster 3,Positive,Positive
ed cornwall school week confused,2,Cluster 3,Positive,Neutral
jonaswebcast missed,2,Cluster 3,Positive,Negative
goodnight,2,Cluster 3,Positive,Neutral
fuck dont get gift exited sooo awesome,2,Cluster 3,Positive,Positive
kk followers like minute ago,2,Cluster 3,Positive,Positive
going service tonight due fact ive yet find dress prom tomorrow ugh,2,Cluster 3,Positive,Neutral
well uhm guess u pretty dont u lol still sounded good,2,Cluster 3,Positive,Positive
tell spend min morning computer doesnt leave lot time showering hairdoing,2,Cluster 3,Positive,Neutral
thats true still sucks though cause lolol originalohshit yeah thanks,2,Cluster 3,Positive,Positive
left sad waiting mom come home want papa johns dinner,2,Cluster 3,Positive,Neutral
wockeez dont wan na miss showsyou guys kick sad saymy plane shop,2,Cluster 3,Positive,Neutral
sucks seriously hope feel better soon need come next week,2,Cluster 3,Positive,Positive
thinking thumbs button cry river,2,Cluster 3,Positive,Neutral
wish one san francisco,2,Cluster 3,Positive,Neutral
super cool dream last night asked show wooowww hopes come true,2,Cluster 3,Positive,Positive
saw show weeks ago hate say impressed fun good though,2,Cluster 3,Positive,Positive
drunk hickups pretty laid back great night still cant help mad situation put,2,Cluster 3,Positive,Positive
know cant,2,Cluster 3,Positive,Neutral
gutted playing kos july jules,2,Cluster 3,Positive,Neutral
thats way crumbles cookiewise,2,Cluster 3,Positive,Neutral
kashtam wonder would similey csk,2,Cluster 3,Positive,Neutral
dad trips lahore live dc nyc also big targets bummer pizza hut chicken tikka pizza,2,Cluster 3,Positive,Neutral
assassin soooo sorry love kitties know much become part,2,Cluster 3,Positive,Neutral
flipping race nba playoffs pulling dale jr bron bron,2,Cluster 3,Positive,Neutral
lolwat vibes doin atlantic wheres ur shirt twitter pic lol,2,Cluster 3,Positive,Neutral
lol salivary gland frm little flies way alisondrama queen oh ur brain hurts new brain growing,2,Cluster 3,Positive,Neutral
piece possibly beachwood bit,2,Cluster 3,Positive,Neutral
f work want somebody come,2,Cluster 3,Positive,Neutral
class keen guess wait next summer bummer,2,Cluster 3,Positive,Positive
gross hot theres cotton everywhere hello allergies,2,Cluster 3,Positive,Neutral
sadly isnt w follower update hasnt used twitter since may wanted name,2,Cluster 3,Positive,Neutral
thirty minutes turned three hours oops,2,Cluster 3,Positive,Neutral
nigeria oh yeah know met taking trash hhaha,2,Cluster 3,Positive,Neutral
thank gerbino forcing us starting junior year make survey mockups let tell super helpful skill,2,Cluster 3,Positive,Neutral
ps uv rays strong clouds regular sun sometimes stronger fyi,2,Cluster 3,Positive,Positive
grrfatboy slim edc lineup,2,Cluster 3,Positive,Neutral
enjoyed peg bags ive adapted design tote bag bit cuter normally,2,Cluster 3,Positive,Neutral
bloodypoet bad friends sorry hear,2,Cluster 3,Positive,Positive
wish like option like fb things like,2,Cluster 3,Positive,Positive
lunch watching holes bbc,2,Cluster 3,Positive,Neutral
one good gig,2,Cluster 3,Positive,Positive
dude come least rotate,2,Cluster 3,Positive,Neutral
ran worm skating poor wormie glad back,2,Cluster 3,Positive,Positive
aila cyclone left house calcutta broken sunshade balcony huge branch tree thru bathroom window,2,Cluster 3,Positive,Neutral
aw got orthodontist today,2,Cluster 3,Positive,Neutral
must ask cubs fans cant fathom,2,Cluster 3,Positive,Neutral
yorks v lancs telly going well yorkshire,2,Cluster 3,Positive,Neutral
always want perfect thats hard cause even know impossible,2,Cluster 3,Positive,Positive
truei never like bambu never,2,Cluster 3,Positive,Neutral
yay bags giveaway bags pretty maybe ill belt well see,2,Cluster 3,Positive,Positive
poor poor mouth,2,Cluster 3,Positive,Negative
rb vity httpblipfmjfu,2,Cluster 3,Positive,Neutral
lol saw going thatboth last names common nothing special,2,Cluster 3,Positive,Neutral
son back school today feeling much better wasnt sickhe didnt stop eating,2,Cluster 3,Positive,Neutral
sometimes games cruel theyre real like last night wheel fortune,2,Cluster 3,Positive,Neutral
thats sad trauma future serial killer,2,Cluster 3,Positive,Negative
drive mph daily basis u cld film fast furious anything mph forte bump anything,2,Cluster 3,Positive,Neutral
welcome twitter hoped wouldnt long saw light joined us,2,Cluster 3,Positive,Neutral
exams worst mahn go,2,Cluster 3,Positive,Negative
could worse u usually nite owl,2,Cluster 3,Positive,Neutral
suprisingly okay possibly still drunk goodbyes suck though,2,Cluster 3,Positive,Positive
thats funny actually could use haircutmight growing thru august woodstock anniversary party yrs,2,Cluster 3,Positive,Neutral
natsmith last friday today,2,Cluster 3,Positive,Neutral
mad quiz answer bet ford fusion sweepstakes wrong,2,Cluster 3,Positive,Negative
dude letters new currency think rich,2,Cluster 3,Positive,Neutral
cant wait sytycd tour ashleighhh izzayyy,2,Cluster 3,Positive,Neutral
thx ur msg awesome luv new single xoxo httptrimkpdw,2,Cluster 3,Positive,Positive
get lit httpbitlyoasqr,2,Cluster 3,Positive,Neutral
didnt work except used word autofollow got followed bot selling autofollow program,2,Cluster 3,Positive,Neutral
hahahah thank feel love,2,Cluster 3,Positive,Positive
got hit car would make lovely music,2,Cluster 3,Positive,Neutral
room empty,2,Cluster 3,Positive,Negative
buffett lambastes bankers insurers greed stupidity httpisgdwyab,2,Cluster 3,Positive,Negative
rainy day today car stuck house needed go post office toobastards,2,Cluster 3,Positive,Neutral
mraz httptwitpiccomiq popcorn crazy dude still adorable,2,Cluster 3,Positive,Positive
lil sisters graduationthey grow quick,2,Cluster 3,Positive,Neutral
one new follower,2,Cluster 3,Positive,Neutral
everyone another hater,2,Cluster 3,Positive,Negative
stoked seeing jonas brothers,2,Cluster 3,Positive,Neutral
taking requests nkkairplay,2,Cluster 3,Positive,Neutral
miss old healthy loosing faith ever,2,Cluster 3,Positive,Positive
direct wanting invest questions big cheeses,2,Cluster 3,Positive,Neutral
freaking cold sydney tonight,2,Cluster 3,Positive,Neutral
loved song first heard itbut video gave goosebumps thanks sharing,2,Cluster 3,Positive,Positive
working still sick,2,Cluster 3,Positive,Negative
believer know thats ok thanks,2,Cluster 3,Positive,Positive
hes,2,Cluster 3,Positive,Neutral
ill give u icecream,2,Cluster 3,Positive,Negative
dollhouse saved coming back another season bad scrubs isnt,2,Cluster 3,Positive,Neutral
got back work ot na naman whats new,2,Cluster 3,Positive,Neutral
really dont mind much sittin standstill listenin music twttrg gas gauge isnt lookin healthy,2,Cluster 3,Positive,Neutral
fantastic week london atrocious hour journey home,2,Cluster 3,Positive,Neutral
people still mail things,2,Cluster 3,Positive,Neutral
keep trying didnt win right answer though trick question,2,Cluster 3,Positive,Neutral
morning allbeautiful daybest go enjoy sunshine go workunfortunately,2,Cluster 3,Positive,Positive
painful sound world crying someone love whats worse cant even hold say im sorry,2,Cluster 3,Positive,Positive
watching supernatural exciting,2,Cluster 3,Positive,Positive
sun breaking cloudsand covered,2,Cluster 3,Positive,Neutral
oh oh going shopping best friend today yaay going much fun need get alot new clothes,2,Cluster 3,Positive,Neutral
yeah made python conversion script providers extranet day expected way promote python jcdecaux,2,Cluster 3,Positive,Neutral
downloadfestivals lineup isnt good thought awesome bands festivals missing dl,2,Cluster 3,Positive,Positive
heyy nat twitter twitter twitter youll get used hahaha love youuuuuuuuuuu,2,Cluster 3,Positive,Neutral
oh yea pain went little bit laughing hard good nice,2,Cluster 3,Positive,Positive
omg didnt tweet much today sadness,2,Cluster 3,Positive,Neutral
man daddy left work never see lot miss daddy,2,Cluster 3,Positive,Neutral
thx ff followfriday,2,Cluster 3,Positive,Positive
misses work peeps,2,Cluster 3,Positive,Neutral
bike trail miss j two front teeth hopefully vacations suck,2,Cluster 3,Positive,Positive
going shopping place thingie brb laterz,2,Cluster 3,Positive,Neutral
needs nonlong distance boyfriendgirlfriend watching sonny chance,2,Cluster 3,Positive,Neutral
httptwitpiccomig love game xxxx,2,Cluster 3,Positive,Positive
mshs got ta go worktoo tired,2,Cluster 3,Positive,Neutral
kind tired poopy puppy patrolwho knew two lil doggies could make much umwaste super cute though,2,Cluster 3,Positive,Positive
dammit cant watch stadium music,2,Cluster 3,Positive,Neutral
still lose followers people hates world hates maybe read httpisgdjgi,2,Cluster 3,Positive,Negative
sounds bicycle sucks cant ride,2,Cluster 3,Positive,Neutral
correct adore plucked put arm cuz cryin better hahaha,2,Cluster 3,Positive,Positive
bad good leader delegate,2,Cluster 3,Positive,Positive
mmm homemade pizza helped make homemade cheesecake eat soon family nice day mother nanna,2,Cluster 3,Positive,Neutral
working,2,Cluster 3,Positive,Neutral
michael porter haunting ugh five forces dont remember strategies competitive advantage,2,Cluster 3,Positive,Positive
